micnum,stmon,stday,styear,endmon,endday,endyear,fatalmin,fatalmax,hiact,hostlev,outcome,numa,numb,version
4298,8,5,2000,9,26,2000,0,0,15,4,5,1,2,mic-1.0
4299,6,26,1993,6,28,1993,1,25,16,4,5,1,1,mic-1.0
4300,1,26,2001,5,29,2001,0,0,16,4,5,1,1,mic-1.0
4301,5,-9,2001,5,-9,2001,0,0,15,4,7,1,1,mic-1.0
4302,8,13,1999,9,17,1999,0,0,8,3,6,1,1,mic-1.0
4303,1,7,2001,4,12,2001,0,0,16,4,8,1,1,mic-1.0
4304,12,7,1997,12,7,1997,0,0,7,3,5,1,1,mic-1.0
4305,10,30,2001,3,1,2002,0,0,16,4,5,1,1,mic-1.0
4306,3,1,2001,3,6,2001,0,0,14,4,5,1,1,mic-1.0
4307,4,14,1994,9,-9,1994,0,0,14,4,3,1,1,mic-1.0
4308,2,8,1993,2,8,1993,6,6,17,4,5,1,1,mic-1.0
4309,3,4,1996,4,-9,1996,0,0,14,4,5,1,1,mic-1.0
4310,3,26,2001,3,26,2001,0,0,11,3,5,1,1,mic-1.0
4312,4,29,2000,5,1,2000,0,0,14,4,5,1,1,mic-1.0
4313,4,29,2001,4,29,2001,0,0,11,3,5,1,1,mic-1.0
4314,2,10,2001,4,29,2001,26,100,17,4,5,1,1,mic-1.0
4315,5,20,1997,5,-9,1997,0,0,11,3,5,1,1,mic-1.0
4317,7,23,2001,8,13,2001,0,0,12,3,8,1,1,mic-1.0
4318,3,8,1995,3,9,1995,52,200,17,4,5,1,1,mic-1.0
4319,12,15,1996,5,14,1997,47,107,17,4,5,1,1,mic-1.0
4320,12,27,2001,5,13,2003,0,0,7,3,5,1,1,mic-1.0
4322,8,13,1999,8,13,1999,0,0,8,3,5,1,1,mic-1.0
4323,3,17,1997,4,3,1997,0,0,7,3,5,1,1,mic-1.0
4328,9,-9,1998,9,-9,1998,0,0,7,3,5,1,1,mic-1.0
4329,8,-9,1998,8,-9,1998,0,0,7,3,5,1,1,mic-1.0
4330,10,30,1999,10,30,1999,0,0,16,4,5,1,1,mic-1.0
4331,4,16,1994,4,28,1994,0,0,7,3,5,1,1,mic-1.0
4332,2,17,1994,2,17,1994,0,0,8,3,5,1,1,mic-1.0
4333,1,-9,1994,1,-9,1994,0,0,7,3,5,2,1,mic-1.0
4335,6,24,1999,6,24,1999,0,0,7,3,5,1,3,mic-1.0
4337,5,20,1997,5,-9,1997,0,0,11,3,8,1,1,mic-1.0
4339,8,2,1998,7,30,2002,559,6815,22,5,5,4,2,mic-1.0
4340,1,24,1993,2,20,1993,1,1,16,4,5,1,1,mic-1.0
4341,6,5,1993,3,1,1994,22,655,17,4,6,1,1,mic-1.0
4342,4,8,1999,6,11,1999,0,0,8,3,5,1,13,mic-1.0
4343,11,24,2000,11,27,2000,0,0,7,3,4,1,37,mic-1.0
4345,1,6,2002,12,26,2002,0,0,16,4,5,1,1,mic-1.0
4346,1,23,2002,2,4,2002,0,0,14,4,3,1,1,mic-1.0
4347,3,9,2002,4,19,2003,0,0,16,4,5,1,2,mic-1.0
4348,1,27,2002,6,6,2002,0,0,15,4,8,1,1,mic-1.0
4349,3,19,2002,10,18,2002,20,60,17,4,5,1,1,mic-1.0
4350,7,1,2002,7,1,2002,0,0,16,4,5,1,1,mic-1.0
4351,7,7,2002,7,7,2002,0,0,11,3,5,1,1,mic-1.0
4352,7,11,2002,7,18,2002,0,0,14,4,2,1,1,mic-1.0
4355,9,2,2002,9,5,2002,0,0,15,4,5,1,1,mic-1.0
4358,12,14,2002,1,22,2003,0,0,16,4,5,1,1,mic-1.0
4359,12,12,2002,12,-9,2002,0,0,14,4,5,1,1,mic-1.0
4361,10,4,2003,10,4,2003,0,0,7,3,5,1,1,mic-1.0
4362,11,1,2003,11,27,2003,1,1,17,4,5,1,1,mic-1.0
4363,11,1,2003,11,1,2003,0,0,16,4,5,1,1,mic-1.0
4364,12,26,2003,12,26,2003,0,0,8,3,5,1,1,mic-1.0
4365,4,21,2004,4,21,2004,0,0,11,3,5,1,1,mic-1.0
4366,4,-9,2004,5,-9,2005,0,0,14,4,5,2,1,mic-1.0
4367,4,29,2004,7,30,2004,1,1,17,4,5,2,1,mic-1.0
4369,7,12,2004,7,12,2004,0,0,11,3,5,1,1,mic-1.0
4370,8,8,2004,4,28,2005,0,0,14,4,5,1,1,mic-1.0
4371,11,6,2004,11,6,2004,9,9,17,4,5,1,1,mic-1.0
4372,12,2,2004,12,4,2004,1,25,17,4,5,1,1,mic-1.0
4373,1,4,2005,3,17,2005,0,0,11,3,5,1,1,mic-1.0
4374,1,18,2005,3,7,2005,1,1,16,4,5,1,1,mic-1.0
4375,2,17,2005,3,24,2005,0,0,11,3,5,1,1,mic-1.0
4376,3,13,2005,3,13,2005,0,0,11,3,5,1,1,mic-1.0
4377,3,23,2005,3,23,2005,0,0,11,3,5,1,1,mic-1.0
4378,4,26,2005,4,26,2005,0,0,16,4,5,1,1,mic-1.0
4380,6,18,2005,6,18,2005,1,1,16,4,5,1,1,mic-1.0
4381,9,29,2005,9,29,2005,0,0,3,2,5,1,1,mic-1.0
4383,10,25,2005,10,25,2005,0,0,11,3,5,1,1,mic-1.0
4384,11,5,2005,2,17,2006,0,0,17,4,5,1,1,mic-1.0
4385,4,24,2006,4,27,2006,1,25,17,4,5,1,1,mic-1.0
4386,4,27,2006,4,27,2006,1,1,17,4,5,1,1,mic-1.0
4387,6,17,2006,1,17,2007,0,0,14,4,5,1,1,mic-1.0
4388,8,17,2006,8,17,2006,0,0,12,3,2,1,1,mic-1.0
4389,10,16,2006,10,16,2006,0,0,11,3,5,1,1,mic-1.0
4390,10,-9,2006,4,9,2007,19,52,17,4,5,1,1,mic-1.0
4391,11,9,2006,11,9,2006,0,0,8,3,5,1,1,mic-1.0
4392,7,28,2007,12,19,2007,3,3,17,4,5,1,1,mic-1.0
4393,9,10,2007,9,10,2007,0,0,16,4,8,1,1,mic-1.0
4394,12,26,2007,12,26,2007,0,0,17,4,5,1,1,mic-1.0
4395,12,28,2007,7,13,2008,0,0,17,4,5,1,1,mic-1.0
4396,2,12,2008,2,12,2008,1,1,17,4,2,1,1,mic-1.0
4398,4,18,2008,6,10,2008,3,27,17,4,5,1,1,mic-1.0
4399,5,9,2008,7,8,2008,1,1,16,4,5,1,1,mic-1.0
4400,11,11,2008,11,11,2008,0,0,11,3,5,1,1,mic-1.0
4401,12,5,2008,3,16,2011,0,0,16,4,5,1,1,mic-1.0
4402,2,27,2009,3,-9,2009,0,0,14,4,5,1,1,mic-1.0
4404,6,20,2009,9,12,2009,0,0,11,3,5,1,1,mic-1.0
4405,1,3,2010,1,3,2010,11,35,17,4,2,1,1,mic-1.0
4406,6,28,2010,6,28,2010,0,0,11,3,5,1,1,mic-1.0
4408,8,29,2010,9,-9,2010,0,0,14,4,8,1,1,mic-1.0
4409,2,22,2002,2,22,2002,0,0,7,3,5,1,1,mic-1.0
4414,8,9,2002,12,31,2014,90,208,17,4,5,1,1,mic-1.0
4417,4,25,2003,4,25,2003,0,0,7,3,5,1,1,mic-1.0
4418,5,27,2003,5,27,2003,0,0,8,3,5,1,1,mic-1.0
4419,7,-9,2003,7,-9,2003,0,0,11,3,5,1,1,mic-1.0
4423,10,21,2004,3,30,2005,0,0,7,3,5,1,1,mic-1.0
4425,3,23,2005,3,23,2005,0,0,12,3,5,1,1,mic-1.0
4426,3,23,2005,6,6,2005,0,0,16,4,5,1,1,mic-1.0
4427,5,13,2005,11,2,2005,0,0,11,3,5,1,1,mic-1.0
4428,5,21,2005,5,21,2005,0,0,11,3,5,1,1,mic-1.0
4430,12,14,2005,12,14,2005,0,0,11,3,5,1,1,mic-1.0
4431,5,23,2006,9,21,2006,0,0,7,3,5,1,1,mic-1.0
4432,6,30,2006,9,26,2006,0,0,16,4,5,1,1,mic-1.0
4433,9,26,2006,12,7,2006,1,1,16,4,5,1,1,mic-1.0
4434,10,11,2006,10,11,2006,0,0,16,4,5,1,1,mic-1.0
4435,5,26,2007,7,24,2007,0,0,7,3,5,1,1,mic-1.0
4437,12,26,2007,2,16,2008,0,0,7,3,5,1,1,mic-1.0
4438,4,-9,2008,4,-9,2008,0,0,7,3,5,1,1,mic-1.0
4440,7,14,2008,7,14,2008,0,0,7,3,5,1,1,mic-1.0
4441,4,9,2009,4,9,2009,0,0,7,3,5,1,1,mic-1.0
4442,1,17,2010,6,12,2010,0,0,17,4,5,1,1,mic-1.0
4443,6,8,2010,6,8,2010,0,0,7,3,5,1,1,mic-1.0
4444,10,12,2002,11,3,2002,0,0,7,3,5,1,1,mic-1.0
4445,5,8,2002,5,8,2002,0,0,12,3,5,1,1,mic-1.0
4446,6,8,2002,6,13,2002,0,0,7,3,5,1,1,mic-1.0
4447,6,13,2002,6,13,2002,0,0,12,3,5,1,1,mic-1.0
4449,9,4,2002,9,5,2002,0,0,7,3,5,1,1,mic-1.0
4450,9,19,2002,9,19,2002,0,0,7,3,5,1,1,mic-1.0
4455,2,20,2003,9,23,2003,0,0,12,3,5,1,2,mic-1.0
4456,6,10,2003,6,11,2003,0,0,15,4,5,1,1,mic-1.0
4458,6,26,2003,6,26,2003,0,0,12,3,5,1,1,mic-1.0
4460,7,3,2003,7,3,2003,0,0,7,3,5,1,1,mic-1.0
4461,7,30,2003,7,30,2003,0,0,7,3,5,1,1,mic-1.0
4462,8,6,2003,5,4,2004,0,0,7,3,5,1,1,mic-1.0
4463,9,15,2003,9,15,2003,0,0,11,3,5,1,1,mic-1.0
4465,11,-9,2004,11,-9,2004,0,0,7,3,5,1,1,mic-1.0
4466,9,-9,2004,9,-9,2004,0,0,11,3,5,1,1,mic-1.0
4467,5,14,2004,11,10,2004,0,0,7,3,3,1,1,mic-1.0
4468,3,8,2005,7,7,2005,0,0,7,3,5,1,1,mic-1.0
4469,5,24,2005,5,24,2005,0,0,1,2,5,1,1,mic-1.0
4470,6,18,2005,7,10,2005,0,0,7,3,5,1,1,mic-1.0
4472,9,9,2005,11,11,2005,0,0,7,3,5,1,1,mic-1.0
4473,10,28,2005,11,13,2005,0,0,17,4,5,1,1,mic-1.0
4474,11,-9,2005,5,-9,2006,0,0,14,4,5,1,1,mic-1.0
4475,1,25,2006,1,25,2006,0,0,7,3,5,1,1,mic-1.0
4476,4,19,2006,4,19,2006,0,0,7,3,5,1,1,mic-1.0
4477,8,16,2006,8,16,2006,0,0,16,4,5,1,1,mic-1.0
4478,4,28,2007,5,27,2007,0,0,7,3,5,1,2,mic-1.0
4479,6,21,2007,6,21,2007,0,0,1,2,5,1,1,mic-1.0
4480,2,9,2008,2,9,2008,0,0,7,3,5,1,1,mic-1.0
4481,5,6,2008,6,22,2008,0,0,7,3,5,1,1,mic-1.0
4482,6,16,2008,6,16,2008,0,0,7,3,5,1,1,mic-1.0
4483,1,17,2009,7,1,2013,48,48,17,4,5,2,1,mic-1.0
4486,3,8,2009,3,19,2009,0,0,7,3,5,1,1,mic-1.0
4487,9,13,2009,9,13,2009,0,0,8,3,5,1,1,mic-1.0
4488,3,29,2010,10,12,2010,0,0,15,4,5,1,1,mic-1.0
4490,6,4,2010,6,4,2010,0,0,16,4,5,1,1,mic-1.0
4491,4,21,2010,12,30,2014,0,0,15,4,5,1,1,mic-1.0
4492,9,14,2010,9,14,2010,0,0,7,3,5,1,1,mic-1.0
4495,3,-9,2003,3,30,2003,0,0,16,4,5,1,1,mic-1.0
4496,7,15,2003,7,15,2003,0,0,16,4,5,1,1,mic-1.0
4497,2,22,2004,2,26,2004,0,0,11,3,5,1,1,mic-1.0
4499,3,7,2006,3,11,2006,0,0,7,3,5,1,1,mic-1.0
4501,3,-9,2007,3,-9,2007,0,0,16,4,5,1,1,mic-1.0
4502,3,2,2008,3,3,2008,0,0,16,4,5,1,1,mic-1.0
4503,3,3,2008,5,16,2008,0,0,12,3,5,1,1,mic-1.0
4504,3,7,2009,8,12,2009,0,0,11,3,5,1,1,mic-1.0
4505,8,9,2009,11,21,2009,0,0,12,3,5,1,1,mic-1.0
4506,1,8,2010,1,8,2010,0,0,7,3,5,1,1,mic-1.0
4507,7,29,2010,7,30,2010,0,0,11,3,5,1,1,mic-1.0
4508,10,-9,2010,10,-9,2010,0,0,12,3,5,1,1,mic-1.0
4509,4,23,2002,4,23,2002,0,0,11,3,5,1,1,mic-1.0
4510,8,22,2002,9,16,2002,0,0,11,3,5,1,1,mic-1.0
4511,1,8,2003,1,8,2003,1,1,17,4,5,1,1,mic-1.0
4512,3,21,2003,7,4,2003,0,0,16,4,5,2,1,mic-1.0
4513,3,22,2003,3,22,2003,0,0,8,3,5,1,1,mic-1.0
4515,5,26,2003,5,26,2003,0,0,16,4,5,1,1,mic-1.0
4516,7,5,2003,7,6,2003,0,0,15,4,7,1,1,mic-1.0
4517,8,17,2003,11,10,2003,0,0,16,4,5,1,1,mic-1.0
4518,3,-9,2004,4,16,2004,0,0,17,4,5,1,1,mic-1.0
4519,3,14,2004,1,1,2005,1,1,17,4,2,1,1,mic-1.0
4520,3,16,2004,3,16,2004,0,0,11,3,5,1,1,mic-1.0
4523,6,15,2004,1,6,2005,0,0,15,4,5,1,1,mic-1.0
4525,9,23,2004,9,29,2004,2,2,16,4,5,1,1,mic-1.0
4526,11,17,2004,11,17,2004,3,3,16,4,5,1,1,mic-1.0
4527,4,22,2005,7,22,2005,0,0,17,4,5,2,1,mic-1.0
4528,4,-9,2005,4,-9,2005,0,0,11,3,5,1,1,mic-1.0
4530,9,17,2005,9,17,2005,0,0,17,4,5,1,1,mic-1.0
4531,6,2,2006,6,2,2006,2,2,17,4,5,1,1,mic-1.0
4532,6,28,2006,7,31,2006,0,0,16,4,5,1,1,mic-1.0
4534,9,8,2006,9,25,2010,3,3,16,4,5,1,1,mic-1.0
4535,9,-9,2006,8,29,2007,0,0,16,4,5,1,1,mic-1.0
4539,9,6,2007,9,6,2007,0,0,16,4,5,1,1,mic-1.0
4542,1,27,2009,1,27,2009,0,0,16,4,5,1,1,mic-1.0
4543,2,25,2009,2,25,2009,0,0,16,4,5,1,2,mic-1.0
4544,8,17,2009,8,17,2009,0,0,16,4,5,1,1,mic-1.0
4548,5,30,2010,5,30,2010,0,0,7,3,5,1,1,mic-1.0
4551,7,13,2005,8,22,2005,0,0,7,3,5,1,1,mic-1.0
4552,3,4,2002,1,30,2005,15,153,17,4,5,1,1,mic-1.0
4553,2,-9,2002,10,27,2002,0,0,17,4,5,1,1,mic-1.0
4554,3,7,2002,1,28,2007,9,63,17,4,5,1,1,mic-1.0
4556,1,-9,2003,1,-9,2003,0,0,7,3,5,1,1,mic-1.0
4557,10,4,2003,10,4,2003,2,2,16,4,5,1,1,mic-1.0
4559,1,4,2004,10,30,2004,0,0,11,3,5,1,1,mic-1.0
4563,9,24,2004,3,3,2005,0,0,15,4,5,1,1,mic-1.0
4564,5,10,2004,5,8,2005,1,1,17,4,5,1,1,mic-1.0
4565,12,13,2004,12,13,2004,0,0,8,3,5,1,1,mic-1.0
4566,1,18,2005,10,17,2005,0,0,16,4,5,1,1,mic-1.0
4567,3,2,2005,7,27,2005,0,0,8,3,5,1,1,mic-1.0
4569,5,13,2005,5,17,2005,0,0,11,3,5,1,1,mic-1.0
4570,9,22,2005,10,22,2005,0,0,11,3,5,1,1,mic-1.0
4573,4,26,2006,4,26,2006,0,0,17,4,5,1,1,mic-1.0
4574,7,11,2006,7,11,2006,0,0,11,3,5,1,1,mic-1.0
4576,12,20,2006,5,17,2007,12,12,17,4,5,1,1,mic-1.0
4577,1,22,2007,1,22,2007,1,1,16,4,5,1,1,mic-1.0
4578,2,14,2007,3,9,2007,2,2,17,4,5,1,1,mic-1.0
4579,3,21,2007,3,21,2007,1,1,16,4,5,1,1,mic-1.0
4580,12,14,2007,12,14,2007,0,0,11,3,5,1,1,mic-1.0
4581,6,22,2008,10,29,2008,0,0,17,4,5,1,1,mic-1.0
4582,1,31,2008,4,30,2011,4,52,17,4,5,1,1,mic-1.0
4583,4,9,2008,4,20,2008,0,0,17,4,5,1,1,mic-1.0
4584,4,14,2008,7,11,2008,16,64,17,4,5,1,1,mic-1.0
4585,5,14,2008,12,31,2014,53,53,17,4,5,1,1,mic-1.0
4586,5,23,2008,5,23,2008,0,0,7,3,5,1,1,mic-1.0
4588,7,15,2008,7,4,2010,4,22,17,4,5,1,1,mic-1.0
4591,11,3,2008,12,29,2009,0,0,11,3,5,1,1,mic-1.0
4594,4,23,2009,4,23,2009,1,1,17,4,5,1,1,mic-1.0
4597,10,23,2009,10,23,2009,0,0,11,3,5,1,1,mic-1.0
4598,9,30,2010,7,3,2012,27,27,17,4,5,1,1,mic-1.0
4599,10,12,2010,10,15,2011,0,0,17,4,5,1,1,mic-1.0
4601,4,12,2014,9,18,2014,0,0,7,3,8,1,1,mic-1.0
4602,12,25,2011,1,13,2012,0,0,7,3,8,1,1,mic-1.0
4603,11,1,2012,3,12,2013,0,0,16,4,8,1,1,mic-1.0
4604,4,14,2014,9,10,2014,0,0,16,4,8,1,1,mic-1.0
4605,12,5,2013,12,5,2013,0,0,7,3,8,1,1,mic-1.0
4606,8,19,2014,8,19,2014,0,0,7,3,8,1,1,mic-1.0
4607,1,7,2011,1,7,2011,0,0,16,4,8,1,1,mic-1.0
4610,11,1,2013,11,1,2013,0,0,7,3,8,1,1,mic-1.0
4612,2,12,2012,2,12,2012,0,0,7,3,8,1,1,mic-1.0
4613,10,2,2012,12,19,2012,0,0,15,4,7,1,1,mic-1.0
4614,11,13,2012,11,13,2012,0,0,7,3,8,1,1,mic-1.0
4615,7,3,2013,8,20,2013,0,0,7,3,8,1,1,mic-1.0
4616,4,2,2014,4,2,2014,0,0,7,3,8,1,1,mic-1.0
4617,4,4,2011,4,11,2011,0,0,17,4,1,1,1,mic-1.0
4618,8,19,2011,8,21,2011,0,0,15,4,7,1,1,mic-1.0
4619,2,15,2012,6,3,2012,0,0,16,4,7,1,1,mic-1.0
4620,7,28,2011,7,28,2011,0,0,11,3,8,1,1,mic-1.0
4621,7,7,2013,7,12,2013,0,0,16,4,8,1,1,mic-1.0
4624,5,28,2014,9,29,2014,0,0,17,4,8,1,1,mic-1.0
4625,1,12,2011,5,25,2011,0,0,7,3,8,1,1,mic-1.0
4626,2,15,2012,2,15,2012,0,0,7,3,8,1,1,mic-1.0
4627,10,10,2012,12,29,2014,0,0,7,3,8,1,1,mic-1.0
4628,9,26,2011,10,13,2011,0,0,7,3,8,1,2,mic-1.0
4629,6,18,2011,9,7,2011,0,0,15,4,8,1,1,mic-1.0
4630,8,16,2012,9,21,2012,0,0,7,3,8,1,1,mic-1.0
4631,5,27,2013,7,10,2014,0,0,7,3,8,1,1,mic-1.0
4632,8,17,2011,2,21,2013,0,0,16,4,8,1,1,mic-1.0
4633,6,2,2014,6,2,2014,0,0,16,4,8,1,1,mic-1.0
4636,1,13,2011,12,14,2014,28,44,17,4,8,2,1,mic-1.0
4637,10,23,2013,4,12,2014,0,0,7,3,8,1,2,mic-1.0
4639,11,29,2013,11,29,2013,0,0,16,4,8,1,1,mic-1.0
4642,10,19,2011,11,19,2011,2,2,16,4,8,1,1,mic-1.0
4643,1,25,2013,2,23,2013,0,0,14,4,8,1,1,mic-1.0
4644,11,24,2011,11,24,2011,0,0,17,4,8,1,1,mic-1.0
4645,10,13,2013,10,18,2013,0,0,15,4,8,1,1,mic-1.0
4646,6,-9,2013,10,30,2013,0,0,16,4,3,1,1,mic-1.0
4647,11,3,2012,11,3,2012,1,1,17,4,8,1,1,mic-1.0
4648,8,22,2013,9,18,2013,0,0,16,4,8,1,1,mic-1.0
4650,6,11,2014,12,9,2014,6,6,17,4,8,1,1,mic-1.0
4651,3,9,2013,3,9,2013,0,0,15,4,8,1,1,mic-1.0
4652,9,17,2011,10,31,2011,0,0,14,4,8,1,1,mic-1.0
4653,6,15,2013,7,3,2013,0,0,17,4,8,1,1,mic-1.0
4655,2,-9,2012,6,3,2012,0,0,16,4,8,1,1,mic-1.0
4656,11,10,2011,2,15,2014,2,27,17,4,8,1,1,mic-1.0
4657,11,15,2014,11,15,2014,0,0,16,4,8,1,1,mic-1.0
4658,4,5,2011,4,5,2011,0,0,16,4,8,1,1,mic-1.0
4659,12,-9,2011,12,-9,2011,0,0,16,4,8,1,1,mic-1.0
4660,10,23,2012,10,23,2012,0,0,16,4,8,1,1,mic-1.0
4661,10,18,2012,10,18,2012,0,0,11,3,8,1,1,mic-1.0
4662,6,1,2014,6,1,2014,0,0,7,3,8,1,1,mic-1.0
4663,6,8,2011,9,14,2011,0,0,16,4,8,1,1,mic-1.0
4664,11,12,2012,11,12,2012,0,0,7,3,8,1,1,mic-1.0
4666,5,27,2012,5,27,2012,0,0,17,4,8,1,1,mic-1.0
4667,5,10,2013,5,10,2013,4,4,16,4,8,1,1,mic-1.0
4668,2,19,2014,2,19,2014,0,0,1,2,8,1,2,mic-1.0
4669,5,7,2014,5,7,2014,0,0,17,4,8,1,1,mic-1.0
4671,1,1,2012,1,31,2012,0,0,16,4,8,1,1,mic-1.0
4672,10,27,2013,12,28,2014,2,2,17,4,8,1,1,mic-1.0
4673,5,14,2012,5,14,2012,0,0,7,3,8,1,1,mic-1.0
4674,8,18,2011,9,13,2011,3,3,16,4,8,1,1,mic-1.0
4675,7,30,2014,7,30,2014,6,6,16,4,8,1,1,mic-1.0
4676,1,19,2011,4,20,2012,0,0,7,3,8,8,1,mic-1.0
4678,11,29,2012,12,12,2014,0,0,8,3,8,14,1,mic-1.0
4679,3,2,2011,2,9,2012,0,0,7,3,8,1,2,mic-1.0
4680,2,7,2013,8,21,2014,0,0,8,3,8,2,3,mic-1.0
4681,7,18,2013,7,18,2013,0,0,16,4,8,1,1,mic-1.0
4682,4,2,2014,12,11,2014,0,0,16,4,8,1,1,mic-1.0
4683,2,24,2014,9,18,2014,0,0,14,4,8,1,1,mic-1.0
4684,9,19,2014,12,20,2014,0,0,14,4,8,1,1,mic-1.0
4685,3,18,2011,7,4,2011,0,0,17,4,1,33,1,mic-1.0
4686,4,-9,2011,7,22,2011,0,0,17,4,8,1,1,mic-1.0
4690,9,26,2013,9,26,2013,0,0,16,4,8,1,1,mic-1.0
4691,11,18,2011,11,20,2014,5,27,17,4,8,2,6,mic-1.0
4693,10,24,2013,9,17,2014,2,2,17,4,8,1,1,mic-1.0
4694,11,26,2013,11,29,2013,0,0,7,3,4,3,1,mic-1.0
4695,8,25,2014,8,25,2014,0,0,7,3,8,1,1,mic-1.0
4696,10,10,2014,10,10,2014,0,0,16,4,8,1,1,mic-1.0
4698,6,29,2011,6,29,2011,0,0,7,3,8,1,2,mic-1.0
4699,5,5,2011,7,5,2011,0,0,7,3,8,1,1,mic-1.0
4700,2,22,2012,4,20,2012,0,0,15,4,8,1,1,mic-1.0
4701,3,20,2013,7,7,2013,0,0,16,4,8,1,1,mic-1.0
4702,5,4,2014,8,18,2014,0,0,15,4,8,1,1,mic-1.0
4703,2,25,2011,6,15,2012,0,0,15,4,8,1,1,mic-1.0
4704,3,11,2014,5,10,2014,0,0,15,4,8,1,1,mic-1.0
4705,7,4,2012,1,26,2013,0,0,7,3,8,1,1,mic-1.0
4706,2,24,2014,11,10,2014,0,0,17,4,8,1,2,mic-1.0
4707,5,17,2013,5,17,2013,0,0,7,3,8,1,1,mic-1.0
4708,6,7,2011,11,14,2011,1,1,17,4,8,1,1,mic-1.0
4709,9,11,2012,9,11,2012,0,0,17,4,8,1,1,mic-1.0
4711,5,16,2012,7,25,2012,0,0,16,4,8,1,1,mic-1.0
4712,11,29,2013,11,29,2013,0,0,8,3,8,1,1,mic-1.0
4713,1,3,2011,1,3,2011,0,0,12,3,8,1,1,mic-1.0
4714,5,28,2014,6,2,2014,1,1,17,4,8,1,1,mic-1.0
4715,1,9,2011,1,10,2011,0,0,16,4,8,1,1,mic-1.0
4716,9,21,2013,9,21,2013,0,0,16,4,8,1,1,mic-1.0
4717,5,21,2014,5,21,2014,0,0,7,3,8,1,1,mic-1.0
4718,7,17,2012,10,2,2013,3,3,17,4,8,1,1,mic-1.0
4719,4,15,2013,12,21,2013,0,0,15,4,8,1,1,mic-1.0
4720,6,29,2014,9,11,2014,0,0,12,3,8,1,1,mic-1.0
4721,4,1,2012,4,2,2012,0,0,10,3,8,2,1,mic-1.0
4722,1,13,2011,1,13,2011,0,0,7,3,8,1,1,mic-1.0
4723,10,4,2012,10,4,2012,0,0,7,3,8,1,1,mic-1.0
4724,4,10,2013,4,11,2013,0,0,8,3,8,2,1,mic-1.0
4725,7,14,2014,7,14,2014,0,0,8,3,8,1,1,mic-1.0
4726,11,11,2014,11,11,2014,0,0,16,4,8,1,1,mic-1.0
9001,12,23,1947,12,23,1947,0,0,7,3,5,1,1,mic-1.0
9002,8,5,1948,9,6,1948,0,0,7,3,5,1,1,mic-1.0
9003,10,22,1949,4,8,1950,10,10,16,4,5,1,1,mic-1.0
9004,11,6,1951,10,7,1952,30,30,16,4,5,1,1,mic-1.0
9005,7,29,1953,7,29,1953,17,17,16,4,5,1,1,mic-1.0
9006,9,4,1954,6,23,1955,14,14,16,4,5,1,1,mic-1.0
9007,9,10,1956,9,10,1956,0,0,16,4,5,1,1,mic-1.0
9009,1,-9,2000,1,-9,2000,0,0,12,3,6,1,1,mic-1.0
9010,5,9,1980,5,9,1980,4,4,16,4,5,1,1,mic-1.0
9013,5,-9,1982,5,-9,1982,0,0,10,3,5,1,1,mic-1.0
9014,4,-9,1976,4,-9,1976,0,0,11,3,5,1,1,mic-1.0
9017,7,9,1872,7,9,1872,0,0,15,4,1,2,1,mic-1.0
9020,5,23,1988,11,19,1988,0,0,14,4,5,1,1,mic-1.0
9023,2,28,1979,2,28,1979,0,0,8,3,5,1,1,mic-1.0
9024,5,11,1860,5,11,1860,0,0,7,3,1,1,1,mic-1.0
9804,7,16,2002,7,16,2002,0,0,11,3,5,1,1,mic-1.0
9806,4,21,2004,4,21,2004,0,0,12,3,5,1,1,mic-1.0
9807,12,2,2004,12,2,2004,0,0,11,3,5,1,1,mic-1.0
9809,11,-9,2004,11,-9,2004,0,0,17,4,5,1,1,mic-1.0
9811,8,13,2004,8,13,2004,0,0,16,4,5,1,1,mic-1.0
9814,9,19,2007,9,19,2007,0,0,1,2,5,1,1,mic-1.0
9818,9,6,2007,9,6,2007,0,0,7,3,5,1,1,mic-1.0
9820,2,22,2007,2,22,2007,0,0,11,3,5,1,1,mic-1.0
9823,11,2,2008,11,2,2008,0,0,11,3,5,1,1,mic-1.0
9824,5,17,2008,5,17,2008,0,0,7,3,5,1,1,mic-1.0
9826,5,10,2009,5,10,2009,0,0,16,4,5,1,1,mic-1.0
9830,10,-9,2003,10,-9,2003,0,0,16,4,5,1,1,mic-1.0
9831,1,18,2005,1,18,2005,1,1,16,4,5,1,1,mic-1.0
9833,1,2,2002,1,2,2002,0,0,11,3,5,1,1,mic-1.0
9834,1,9,2002,7,12,2002,0,0,17,4,5,1,1,mic-1.0
9835,1,11,2002,1,11,2002,0,0,16,4,5,1,1,mic-1.0
9836,1,4,2002,1,4,2002,0,0,11,3,5,1,1,mic-1.0
9837,1,24,2002,1,24,2002,0,0,7,3,5,1,1,mic-1.0
9838,2,7,2002,2,7,2002,0,0,1,2,5,1,1,mic-1.0
9839,2,-9,2002,2,-9,2002,0,0,12,3,5,1,1,mic-1.0
9840,2,22,2002,2,22,2002,0,0,8,3,5,1,1,mic-1.0
9842,3,7,2002,3,7,2002,0,0,11,3,5,1,1,mic-1.0
9844,4,27,2002,4,27,2002,0,0,7,3,5,1,1,mic-1.0
9846,6,29,2002,6,29,2002,0,0,7,3,5,1,1,mic-1.0
9847,9,2,2002,9,2,2002,0,0,11,3,5,1,1,mic-1.0
9849,9,-9,2002,9,-9,2002,0,0,15,4,7,1,1,mic-1.0
